user_id,avg_order_value,country,favorite_category,state,total_orders,total_spent,total_sessions,avg_session_duration_sec,personal_conversion_rate_pct,primary_device,primary_referrer,converted_sessions,engagement_score,clv_score,clv_tier
user_001013,1009.55,PK,cat_023,MN,10,10095.47,44,1731.0,22.73,mobile,social,10,33.07,37.2,Low Value
user_001014,965.93,IR,cat_002,DE,25,24148.36,63,1780.0,25.4,tablet,social,16,41.72,73.56,Premium
user_001015,1206.43,CV,cat_022,TN,20,24128.61,58,1508.0,20.69,mobile,social,12,36.95,68.14,Premium
user_001016,1257.14,MT,cat_023,ID,13,16342.86,48,1887.0,12.5,mobile,social,6,32.39,48.97,Medium Value
user_001017,1192.86,IN,cat_020,HI,12,14314.26,54,1555.0,9.26,mobile,direct,5,32.15,44.93,Medium Value
user_001018,1177.09,KR,cat_016,KY,18,21187.53,57,1889.0,22.81,mobile,search_engine,13,39.09,62.99,Premium
user_001019,1398.75,PH,cat_005,NE,17,23778.69,47,2019.0,19.15,mobile,direct,9,34.64,64.58,Premium
user_001020,1178.23,LA,cat_021,NM,15,17673.52,56,1763.0,19.64,mobile,direct,11,37.11,54.48,High Value
user_001021,1036.0,RU,cat_010,ME,16,16576.03,47,2061.0,12.77,desktop,search_engine,6,32.94,51.58,High Value
user_001022,1049.06,UA,cat_012,GU,13,13637.72,39,1805.0,7.69,tablet,affiliate,3,26.93,42.25,Low Value
user_001023,1327.87,ID,cat_024,AR,14,18590.12,53,1727.0,16.98,desktop,social,9,34.93,54.35,High Value
user_001024,952.81,ES,cat_000,FL,14,13339.36,57,1597.0,24.56,desktop,email,14,38.15,47.29,Medium Value
user_001025,998.42,HU,cat_014,MI,10,9984.2,45,1941.0,8.89,tablet,social,4,30.37,35.86,Low Value
user_001026,1242.94,IL,cat_010,MH,22,27344.68,58,1837.0,31.03,mobile,search_engine,18,41.69,76.69,Premium
user_001027,1096.82,LI,cat_024,FM,17,18645.96,61,1738.0,19.67,mobile,social,12,38.99,58.19,Premium
user_001028,1311.62,FR,cat_003,OH,13,17051.1,42,1837.0,19.05,tablet,direct,8,31.7,49.81,Medium Value
user_001029,1204.37,NZ,cat_017,WY,12,14452.42,60,1909.0,13.33,desktop,affiliate,8,37.54,47.48,Medium Value
user_001030,908.3,MH,cat_019,NH,9,8174.71,40,1507.0,20.0,mobile,email,8,29.54,31.92,Low Value
user_001031,1200.58,NL,cat_008,AK,15,18008.75,54,1604.0,16.67,desktop,search_engine,9,34.62,53.95,High Value
user_001032,842.03,MR,cat_004,NY,10,8420.28,55,1720.0,14.55,tablet,social,8,34.97,35.33,Low Value
user_001033,998.24,NA,cat_015,DC,14,13975.3,52,1803.0,21.15,desktop,direct,11,36.16,47.45,Medium Value
user_001034,1012.28,IR,cat_001,AR,18,18221.06,56,1592.0,25.0,mobile,direct,14,37.86,57.69,Premium
user_001035,1057.57,RO,cat_024,OK,12,12690.89,55,1854.0,14.55,mobile,email,8,35.64,43.83,Medium Value
user_001036,1075.24,VC,cat_024,WA,23,24730.5,50,1744.0,28.0,desktop,direct,14,37.12,71.18,Premium
user_001037,937.41,CR,cat_010,NM,18,16873.43,41,1517.0,31.71,tablet,search_engine,13,33.5,53.63,High Value
user_001038,1164.82,AF,cat_000,VA,25,29120.39,54,1785.0,25.93,mobile,affiliate,14,38.3,80.09,Premium
user_001039,1548.53,UY,cat_010,FL,15,23227.92,47,1762.0,21.28,mobile,email,10,33.99,62.07,Premium
user_001040,1074.16,SD,cat_012,AK,10,10741.59,51,1762.0,15.69,desktop,social,8,33.92,38.61,Low Value
user_001041,1010.95,GW,cat_011,GU,15,15164.22,46,1639.0,17.39,desktop,search_engine,8,31.81,48.15,Medium Value
user_001042,1221.98,CY,cat_021,NE,15,18329.66,49,1785.0,24.49,desktop,affiliate,12,35.87,55.0,High Value
user_001043,916.52,ST,cat_017,UT,15,13747.76,54,1674.0,7.41,mobile,search_engine,4,32.19,46.04,Medium Value
user_001044,1415.57,MN,cat_015,NM,15,21233.49,51,2098.0,13.73,desktop,search_engine,7,35.01,59.3,Premium
user_001045,1082.49,AT,cat_017,FL,19,20567.22,57,2087.0,29.82,mobile,search_engine,17,42.18,64.0,Premium
user_001046,1069.06,KH,cat_010,AZ,16,17105.0,58,2022.0,13.79,mobile,affiliate,8,37.45,54.38,High Value
user_001047,1089.0,PT,cat_007,DC,10,10890.02,53,2040.0,13.21,tablet,affiliate,7,35.36,39.47,Low Value
user_001048,1220.51,MG,cat_008,IL,13,15866.68,52,1636.0,17.31,desktop,search_engine,9,34.17,48.97,Medium Value
user_001049,829.4,WS,cat_023,SD,23,19076.13,54,1972.0,20.37,desktop,social,11,37.57,62.27,Premium
user_001050,831.15,KI,cat_000,TN,13,10805.01,52,1736.0,21.15,mobile,direct,11,35.83,41.54,Low Value
user_001051,1257.95,KM,cat_015,PA,14,17611.26,52,1688.0,23.08,mobile,direct,12,36.16,53.3,High Value
user_001052,928.11,TT,cat_009,OR,22,20418.48,54,1750.0,24.07,mobile,affiliate,13,37.57,63.77,Premium
user_001053,1178.7,ES,cat_012,PR,15,17680.49,49,1654.0,22.45,tablet,affiliate,11,34.61,53.41,High Value
user_001054,1576.24,PS,cat_002,MD,14,22067.3,47,1765.0,10.64,mobile,email,5,30.82,58.17,Premium
user_001055,1148.95,ZA,cat_024,HI,13,14936.3,32,1790.0,15.63,mobile,social,5,26.44,44.13,Medium Value
user_001056,1118.59,ID,cat_008,RI,7,7830.12,47,1598.0,14.89,tablet,email,7,31.26,30.78,Low Value
user_001057,1008.11,LI,cat_014,HI,16,16129.8,51,1943.0,23.53,desktop,search_engine,12,37.17,52.69,High Value
user_001058,1287.83,FJ,cat_009,ID,11,14166.1,43,1873.0,9.3,tablet,affiliate,4,29.35,42.82,Low Value
user_001059,1221.62,SM,cat_015,NE,17,20767.55,68,1942.0,20.59,desktop,search_engine,14,43.09,63.38,Premium
user_001060,1055.05,AU,cat_024,IL,14,14770.77,48,1823.0,12.5,tablet,direct,6,32.07,46.97,Medium Value
user_001061,1262.16,BN,cat_014,ND,20,25243.18,51,1781.0,23.53,desktop,social,12,36.36,69.68,Premium
user_001062,908.29,PY,cat_018,OK,13,11807.76,47,1854.0,17.02,tablet,affiliate,8,33.18,42.01,Low Value
user_001063,1243.23,YE,cat_004,NE,15,18648.46,41,1854.0,26.83,tablet,affiliate,11,33.72,54.59,High Value
user_001064,1179.38,CL,cat_017,CT,18,21228.91,65,1981.0,23.08,desktop,social,15,42.83,64.68,Premium
user_001065,1168.62,ID,cat_021,MP,13,15192.12,49,1887.0,20.41,desktop,social,10,35.16,48.31,Medium Value
user_001066,1217.77,GY,cat_012,OK,14,17048.73,41,1788.0,14.63,mobile,search_engine,6,29.73,49.62,Medium Value
user_001067,1025.11,MC,cat_005,ND,23,23577.57,56,1669.0,25.0,mobile,email,14,38.25,69.81,Premium
user_001068,930.54,NL,cat_010,MA,17,15819.17,58,1643.0,18.97,tablet,search_engine,11,37.11,52.83,High Value
user_001069,776.88,HR,cat_002,WV,16,12430.0,50,1848.0,16.0,desktop,social,8,34.04,45.38,Medium Value
user_001070,1382.44,VA,cat_014,MH,12,16589.24,51,1293.0,17.65,desktop,direct,9,32.16,48.6,Medium Value
user_001071,1131.77,SZ,cat_009,PA,14,15844.76,57,1787.0,22.81,desktop,direct,13,38.58,51.51,High Value
user_001072,1071.48,BB,cat_004,VA,14,15000.75,49,2115.0,20.41,mobile,social,10,36.3,49.16,Medium Value
user_001073,1086.75,KI,cat_017,NJ,21,22821.77,59,1800.0,28.81,mobile,social,17,41.24,68.55,Premium
user_001074,1015.71,FJ,cat_024,AK,16,16251.42,51,1521.0,17.65,desktop,direct,9,33.3,51.21,High Value
user_001075,815.45,MT,cat_017,WI,16,13047.15,52,1665.0,19.23,mobile,email,10,34.89,46.74,Medium Value
user_001076,1035.49,CL,cat_015,NV,18,18638.88,53,1848.0,24.53,tablet,affiliate,13,37.8,58.33,Premium
user_001077,1361.9,BG,cat_003,NE,10,13619.01,44,1964.0,20.45,desktop,direct,9,33.56,43.09,Low Value
user_001078,1316.37,BD,cat_016,OK,12,15796.4,50,1961.0,14.0,desktop,search_engine,7,34.01,48.12,Medium Value
user_001079,1101.82,CN,cat_014,AR,15,16527.33,63,1868.0,14.29,mobile,affiliate,9,38.83,53.38,High Value
user_001080,657.54,CO,cat_008,LA,16,10520.68,60,1531.0,18.33,desktop,affiliate,11,37.15,43.65,Medium Value
user_001081,1361.98,GA,cat_021,ND,16,21791.72,44,1934.0,13.64,mobile,affiliate,6,31.36,59.29,Premium
user_001082,1315.08,LC,cat_015,NV,18,23671.49,57,1839.0,21.05,mobile,affiliate,12,38.31,66.65,Premium
user_001083,1164.67,IQ,cat_011,NC,19,22128.77,53,1766.0,18.87,mobile,social,10,35.69,63.71,Premium
user_001084,1010.35,VU,cat_004,VT,16,16165.57,60,1584.0,20.0,desktop,affiliate,12,37.92,53.07,High Value
user_001085,1081.65,KP,cat_008,IN,18,19469.74,56,2164.0,25.0,tablet,search_engine,14,40.72,60.93,Premium
user_001086,857.87,GW,cat_006,AZ,9,7720.8,55,1618.0,12.73,mobile,social,7,33.91,33.08,Low Value
user_001087,835.8,AU,cat_014,NM,15,12536.96,62,1807.0,22.58,desktop,affiliate,14,40.61,47.73,Medium Value
user_001088,876.9,IT,cat_021,AR,16,14030.33,52,1734.0,30.77,tablet,email,16,38.7,49.97,Medium Value
user_001089,990.69,GR,cat_009,AZ,17,16841.8,46,1878.0,28.26,tablet,social,13,36.27,54.11,High Value
user_001090,1235.22,SR,cat_020,AZ,20,24704.5,45,1885.0,31.11,mobile,direct,14,36.76,68.98,Premium
user_001091,958.41,GB,cat_000,AS,19,18209.81,54,1857.0,25.93,desktop,direct,14,38.66,58.68,Premium
user_001092,1101.16,NP,cat_008,VI,19,20921.99,50,2027.0,18.0,tablet,email,9,35.54,61.7,Premium
user_001093,908.18,GD,cat_010,VA,8,7265.42,63,1858.0,14.29,tablet,affiliate,9,38.78,33.78,Low Value
user_001094,1150.85,SI,cat_012,WI,13,14961.05,60,1883.0,18.33,mobile,direct,11,38.91,49.56,Medium Value
user_001095,1240.83,AL,cat_003,DC,20,24816.68,57,2037.0,21.05,desktop,affiliate,12,39.3,70.26,Premium
user_001096,995.35,SR,cat_021,WI,17,16921.0,62,1904.0,22.58,tablet,search_engine,14,41.09,56.32,High Value
user_001097,1071.38,ID,cat_024,TN,15,16070.64,51,1832.0,17.65,tablet,direct,9,34.86,50.93,High Value
user_001098,1051.26,IN,cat_013,MP,12,12615.14,48,1578.0,25.0,tablet,affiliate,12,34.59,43.25,Low Value
user_001099,1180.85,QA,cat_002,MI,18,21255.29,52,1840.0,26.92,desktop,social,14,38.08,62.67,Premium
user_001100,1315.75,VA,cat_014,KY,14,18420.43,43,1935.0,18.6,desktop,direct,8,32.46,53.01,High Value
user_001101,990.39,SA,cat_021,KS,12,11884.67,48,1906.0,16.67,tablet,email,8,33.73,41.7,Low Value
user_001102,977.97,HT,cat_002,AR,16,15647.56,50,1844.0,16.0,mobile,email,8,34.02,50.55,High Value
user_001103,914.75,VC,cat_021,OH,18,16465.44,49,1712.0,20.41,tablet,direct,10,34.28,53.31,High Value
user_001104,649.95,MH,cat_006,TX,14,9099.28,57,1845.0,24.56,tablet,direct,14,39.39,41.0,Low Value
user_001105,1293.67,PA,cat_020,NY,17,21992.4,50,1876.0,22.0,mobile,direct,11,35.98,62.28,Premium
user_001106,899.95,KZ,cat_002,MP,13,11699.4,43,1619.0,20.93,mobile,direct,9,31.57,41.14,Low Value
user_001107,775.53,ML,cat_004,PA,12,9306.41,58,1858.0,18.97,mobile,affiliate,11,38.18,39.48,Low Value
user_001108,978.02,AT,cat_014,RI,15,14670.32,58,1899.0,15.52,mobile,affiliate,9,37.35,49.75,Medium Value
user_001109,829.3,GH,cat_009,PA,10,8293.03,52,1641.0,11.54,tablet,social,6,32.47,34.04,Low Value
user_001110,1143.91,TV,cat_024,MP,13,14870.84,53,1961.0,20.75,desktop,search_engine,11,37.23,48.69,Medium Value
user_001111,913.37,GR,cat_011,CA,11,10047.04,48,1916.0,27.08,mobile,direct,13,36.9,39.45,Low Value
user_001112,1173.18,SM,cat_001,PR,23,26983.15,66,1861.0,21.21,tablet,affiliate,14,42.07,76.94,Premium
user_001113,939.64,TR,cat_017,MP,6,5637.85,41,1826.0,14.63,mobile,direct,6,29.92,26.0,Low Value
user_001114,825.31,HT,cat_021,MN,19,15680.8,50,1757.0,24.0,tablet,direct,12,35.99,53.46,High Value
user_001115,943.61,BR,cat_002,MN,13,12266.95,51,1935.0,21.57,desktop,affiliate,11,36.55,44.2,Medium Value
user_001116,1167.7,NL,cat_021,NV,13,15180.06,41,1676.0,17.07,tablet,email,7,29.9,46.02,Medium Value
user_001117,882.94,NE,cat_017,PW,11,9712.39,58,1948.0,20.69,desktop,direct,12,39.15,39.88,Low Value
user_001118,1264.79,CL,cat_009,MD,16,20236.68,49,1558.0,20.41,desktop,affiliate,10,33.51,57.72,Premium
user_001119,835.41,FJ,cat_003,FM,12,10024.93,45,1827.0,22.22,mobile,social,10,33.8,38.74,Low Value
user_001120,972.65,TG,cat_015,WV,12,11671.82,51,1566.0,17.65,tablet,email,9,33.53,41.27,Low Value
user_001121,930.23,FM,cat_014,AK,12,11162.77,47,1723.0,19.15,desktop,social,9,33.16,40.3,Low Value
user_001122,970.53,MZ,cat_015,DC,6,5823.16,42,1904.0,16.67,tablet,affiliate,7,31.32,26.91,Low Value
user_001123,1143.27,UZ,cat_017,OR,12,13719.23,38,1846.0,13.16,tablet,affiliate,5,28.38,42.34,Low Value
user_001124,1021.86,NE,cat_010,NV,9,9196.75,38,1595.0,21.05,desktop,search_engine,8,29.49,33.54,Low Value
user_001125,1159.77,CR,cat_012,UT,14,16236.78,50,1985.0,14.0,tablet,direct,7,34.13,50.21,Medium Value
user_001126,1033.43,MN,cat_016,OR,22,22735.42,59,1713.0,18.64,mobile,social,11,37.76,67.58,Premium
user_001127,1636.79,TZ,cat_007,VA,12,19641.44,41,1842.0,9.76,mobile,affiliate,4,28.54,51.95,High Value
user_001128,1300.06,TM,cat_006,AR,14,18200.8,40,1793.0,22.5,tablet,email,9,31.72,52.34,High Value
user_001129,1371.45,TW,cat_008,MD,18,24686.03,38,1799.0,39.47,desktop,social,15,36.04,67.31,Premium
user_001130,1012.84,VE,cat_010,OK,15,15192.67,54,2010.0,22.22,tablet,search_engine,12,38.32,51.01,High Value
user_001131,1086.17,OM,cat_009,NM,20,21723.44,62,1929.0,22.58,mobile,social,14,41.22,66.11,Premium
user_001132,1007.75,TL,cat_024,IN,16,16124.03,70,1640.0,18.57,tablet,email,13,41.77,54.67,High Value
user_001133,1030.1,SR,cat_017,AZ,20,20601.98,57,1713.0,21.05,mobile,social,12,37.68,62.78,Premium
user_001134,979.99,GA,cat_024,MN,13,12739.93,42,1707.0,21.43,tablet,social,9,31.76,42.9,Low Value
user_001135,1335.0,PH,cat_002,DC,16,21359.98,61,1712.0,18.03,mobile,social,11,38.37,61.63,Premium
user_001136,884.12,BT,cat_002,KS,19,16798.26,46,1559.0,26.09,mobile,affiliate,12,34.02,54.4,High Value
user_001137,735.07,BO,cat_016,VA,7,5145.49,55,1935.0,20.0,tablet,email,11,37.68,29.23,Low Value
user_001138,1219.02,BN,cat_014,TX,13,15847.29,50,1725.0,12.0,mobile,email,6,32.23,48.1,Medium Value
user_001139,817.23,ET,cat_002,MD,10,8172.29,43,1887.0,25.58,tablet,direct,11,34.31,34.65,Low Value
user_001140,1096.24,TZ,cat_009,DC,14,15347.35,53,1674.0,15.09,tablet,search_engine,8,34.1,48.77,Medium Value
user_001141,1014.25,ER,cat_023,NM,15,15213.7,47,1680.0,27.66,tablet,direct,13,35.5,49.83,Medium Value
user_001142,1200.97,RS,cat_017,NC,27,32426.2,60,1520.0,21.67,desktop,direct,13,38.1,86.66,Premium
user_001143,1162.75,EE,cat_022,VT,18,20929.5,47,1961.0,23.4,tablet,search_engine,11,35.63,61.08,Premium
user_001144,1346.4,MG,cat_017,SC,18,24235.27,49,1893.0,12.24,desktop,direct,6,32.74,65.16,Premium
user_001145,826.97,JP,cat_015,FM,14,11577.63,46,1909.0,32.61,desktop,email,15,37.73,44.27,Medium Value
user_001146,1447.2,KE,cat_023,NJ,22,31838.48,60,1712.0,18.33,tablet,affiliate,11,38.06,82.36,Premium
user_001147,970.7,HU,cat_009,MD,18,17472.62,55,1923.0,23.64,mobile,email,13,38.71,56.85,High Value
user_001148,1254.32,MC,cat_017,MI,12,15051.9,47,1625.0,19.15,desktop,email,9,32.67,46.34,Medium Value
user_001149,935.49,NG,cat_019,PA,11,10290.34,37,1542.0,24.32,mobile,affiliate,9,29.81,36.78,Low Value
user_001150,1071.41,TJ,cat_013,AR,17,18213.98,55,1841.0,23.64,mobile,affiliate,13,38.3,57.2,High Value
user_001151,1262.89,MZ,cat_001,NE,14,17680.47,48,1800.0,16.67,tablet,direct,8,33.2,52.14,High Value
user_001152,1055.51,BD,cat_001,SC,12,12666.15,56,1869.0,17.86,mobile,affiliate,10,37.1,44.42,Medium Value
user_001153,654.21,CG,cat_014,SC,11,7196.29,46,1624.0,15.22,tablet,direct,7,31.09,32.35,Low Value
user_001154,1194.81,WS,cat_017,AK,9,10753.25,39,1711.0,15.38,mobile,affiliate,6,28.77,35.74,Low Value
user_001155,1094.48,TD,cat_023,CA,17,18606.23,59,1747.0,18.64,tablet,direct,11,37.93,57.67,Premium
user_001156,1161.45,VC,cat_000,MO,15,17421.8,63,1917.0,11.11,mobile,email,7,38.12,54.51,High Value
user_001157,1093.93,ES,cat_008,OH,22,24066.43,54,1798.0,18.52,tablet,affiliate,10,36.15,69.02,Premium
user_001158,708.42,MY,cat_023,NY,19,13460.04,45,2061.0,26.67,mobile,social,12,36.31,50.02,Medium Value
user_001159,1055.74,FM,cat_007,SC,13,13724.67,61,1823.0,14.75,desktop,direct,9,37.94,47.15,Medium Value
user_001160,1213.03,SZ,cat_005,DC,22,26686.61,51,1730.0,27.45,tablet,direct,14,37.29,73.73,Premium
user_001161,650.14,AL,cat_002,AK,9,5851.22,62,1803.0,14.52,desktop,email,9,38.17,31.91,Low Value
user_001162,1057.29,MX,cat_017,WY,11,11630.16,43,1883.0,20.93,mobile,search_engine,9,32.89,40.26,Low Value
user_001163,1081.71,CH,cat_013,NY,15,16225.6,52,1935.0,19.23,tablet,affiliate,10,36.24,51.78,High Value
user_001164,1126.65,TR,cat_023,SD,14,15773.17,46,1712.0,13.04,desktop,affiliate,6,30.87,48.06,Medium Value
user_001165,960.91,RO,cat_012,KY,19,18257.22,42,1850.0,28.57,mobile,email,12,34.62,57.01,High Value
user_001166,1146.63,ZA,cat_010,NM,19,21785.88,51,1624.0,27.45,mobile,affiliate,14,36.76,63.62,Premium
user_001167,953.38,HT,cat_008,MO,21,20020.99,49,1648.0,36.73,tablet,social,18,38.86,63.02,Premium
user_001168,1115.67,ZM,cat_021,AS,23,25660.43,44,1688.0,29.55,tablet,search_engine,13,34.91,71.72,Premium
user_001169,1077.12,UA,cat_017,NM,17,18310.96,46,1540.0,19.57,mobile,search_engine,9,31.97,54.62,High Value
user_001170,1192.53,HT,cat_014,WV,16,19080.4,44,1767.0,11.36,desktop,direct,5,29.84,54.27,High Value
user_001171,960.7,CZ,cat_009,MP,20,19214.09,44,1885.0,29.55,mobile,social,13,35.89,59.77,Premium
user_001172,741.61,GE,cat_010,UT,11,8157.72,45,2071.0,20.0,mobile,email,9,34.36,35.31,Low Value
user_001173,947.19,PL,cat_017,MD,18,17049.5,66,1719.0,19.7,mobile,social,13,40.91,57.12,High Value
user_001174,1004.88,CN,cat_007,MS,11,11053.7,48,1879.0,10.42,tablet,affiliate,5,31.72,38.83,Low Value
user_001175,873.22,NO,cat_011,AZ,13,11351.91,43,1815.0,20.93,desktop,social,9,32.55,41.0,Low Value
user_001176,916.43,MZ,cat_000,MT,18,16495.78,48,1937.0,27.08,tablet,direct,13,37.01,54.54,High Value
user_001177,1029.4,LI,cat_024,NC,14,14411.56,60,1784.0,20.0,desktop,direct,12,38.92,49.35,Medium Value
user_001178,1317.21,GA,cat_024,TX,18,23709.77,52,2055.0,19.23,tablet,search_engine,10,36.84,66.08,Premium
user_001179,1369.57,PL,cat_016,NJ,16,21913.12,50,2011.0,16.0,desktop,affiliate,8,34.86,61.0,Premium
user_001180,1012.7,PY,cat_008,MP,17,17215.97,44,1965.0,31.82,desktop,search_engine,14,36.97,55.02,High Value
user_001181,1032.81,KR,cat_023,AL,16,16524.99,59,1915.0,16.95,desktop,direct,10,38.26,53.8,High Value
user_001182,1092.13,VU,cat_003,AR,20,21842.68,47,1708.0,23.4,tablet,search_engine,11,34.36,63.34,Premium
user_001183,1212.84,YE,cat_010,MI,14,16979.75,49,1986.0,18.37,desktop,search_engine,9,35.04,51.8,High Value
user_001184,1155.16,ZA,cat_014,OR,10,11551.56,51,1547.0,11.76,desktop,search_engine,6,31.66,38.94,Low Value
user_001185,1132.19,BA,cat_015,ND,16,18115.05,51,1782.0,15.69,tablet,social,8,34.02,54.52,High Value
user_001186,1241.31,EE,cat_011,KY,10,12413.06,37,1846.0,13.51,tablet,search_engine,5,28.08,38.78,Low Value
user_001187,987.71,IS,cat_012,PA,11,10864.84,40,1771.0,22.5,mobile,search_engine,9,31.6,38.47,Low Value
user_001188,968.89,HT,cat_019,WY,14,13564.41,55,1745.0,18.18,mobile,search_engine,10,36.18,46.8,Medium Value
user_001189,1233.78,AD,cat_020,VI,16,19740.5,32,1541.0,28.13,desktop,search_engine,9,28.94,54.95,High Value
user_001190,987.92,TL,cat_014,NE,16,15806.75,53,1932.0,16.98,desktop,social,9,35.95,51.64,High Value
user_001191,1060.82,MV,cat_019,WI,14,14851.47,55,1858.0,20.0,desktop,affiliate,11,37.29,49.35,Medium Value
user_001192,1183.65,ZW,cat_017,GA,15,17754.79,46,1582.0,8.7,tablet,search_engine,4,28.92,51.07,High Value
user_001193,1152.31,ID,cat_024,UT,21,24198.61,60,1686.0,25.0,mobile,direct,15,39.93,70.2,Premium
user_001194,889.92,MM,cat_010,AK,14,12458.93,55,1982.0,21.82,desktop,search_engine,12,38.46,46.0,Medium Value
user_001195,1259.82,TJ,cat_011,RI,12,15117.86,39,1799.0,12.82,tablet,social,5,28.44,44.62,Medium Value
user_001196,705.68,AG,cat_020,WA,13,9173.86,51,1691.0,19.61,mobile,direct,10,34.74,38.44,Low Value
user_001197,799.08,BY,cat_007,MA,13,10388.1,62,1926.0,17.74,desktop,search_engine,11,39.75,42.56,Low Value
user_001198,1059.27,QA,cat_014,SD,11,11651.94,41,1695.0,17.07,tablet,direct,7,30.0,39.05,Low Value
user_001199,1339.13,AT,cat_014,OK,20,26782.57,56,1785.0,19.64,desktop,direct,11,37.22,72.52,Premium
user_001200,827.46,KH,cat_012,WA,16,13239.42,56,1989.0,17.86,tablet,social,10,37.7,48.27,Medium Value
user_001201,817.61,LK,cat_017,VT,10,8176.09,45,1562.0,22.22,mobile,search_engine,10,32.48,33.86,Low Value
user_001202,1299.96,PA,cat_006,AR,11,14299.53,55,1660.0,5.45,mobile,direct,3,31.94,44.15,Medium Value
user_001203,1582.15,VE,cat_009,SD,15,23732.25,54,1770.0,18.52,mobile,social,10,36.01,63.76,Premium
user_001204,1340.99,TZ,cat_017,MH,15,20114.81,42,1744.0,23.81,tablet,affiliate,10,32.66,56.49,High Value
user_001205,1169.34,FI,cat_000,CA,14,16370.82,48,2053.0,20.83,tablet,search_engine,10,35.71,51.11,High Value
user_001206,868.47,IS,cat_015,AZ,16,13895.6,66,1596.0,24.24,tablet,email,16,41.65,51.03,High Value
user_001207,781.78,IS,cat_010,ME,17,13290.24,52,1484.0,17.31,mobile,social,9,33.41,47.16,Medium Value
user_001208,861.5,PL,cat_005,OK,14,12060.93,56,1884.0,21.43,tablet,email,12,38.25,45.27,Medium Value
user_001209,991.48,UA,cat_005,MD,16,15863.73,60,1702.0,18.33,mobile,direct,11,38.01,52.62,High Value
user_001210,833.62,MR,cat_008,SC,8,6668.98,50,1734.0,18.0,mobile,direct,9,34.07,30.79,Low Value
user_001211,924.59,ET,cat_014,SD,19,17567.24,48,1909.0,29.17,tablet,social,14,37.5,57.15,High Value
user_001212,892.22,IT,cat_008,HI,11,9814.42,41,1687.0,24.39,desktop,social,10,32.15,37.02,Low Value
user_001213,1049.32,FR,cat_012,FM,17,17838.47,63,1771.0,17.46,mobile,search_engine,11,39.29,57.02,High Value
user_001214,780.91,TT,cat_023,MI,16,12494.6,53,1854.0,26.42,desktop,affiliate,14,38.4,47.37,Medium Value
user_001215,979.21,TV,cat_011,AZ,15,14688.21,57,1505.0,21.05,mobile,social,12,36.64,49.47,Medium Value
user_001216,1059.0,KZ,cat_023,SD,20,21180.08,45,1962.0,20.0,mobile,social,9,33.81,62.03,Premium
user_001217,821.37,GM,cat_021,KS,16,13141.91,40,1547.0,25.0,tablet,search_engine,10,31.24,45.32,Medium Value
user_001218,1198.58,CU,cat_015,NJ,12,14383.02,53,1625.0,28.3,desktop,social,15,37.82,47.49,Medium Value
user_001219,1150.37,ME,cat_014,MD,13,14954.86,43,1879.0,16.28,mobile,search_engine,7,31.48,46.34,Medium Value
user_001220,916.26,KH,cat_013,MA,19,17408.98,50,2093.0,26.0,tablet,direct,13,38.27,57.22,High Value
user_001221,909.68,ER,cat_005,ND,12,10916.15,47,2096.0,17.02,tablet,search_engine,8,34.39,40.43,Low Value
user_001222,801.16,MZ,cat_011,VA,21,16824.44,54,1871.0,31.48,desktop,social,17,40.4,58.54,Premium
user_001223,981.54,MZ,cat_023,TX,17,16686.17,62,1845.0,24.19,tablet,direct,15,41.28,56.03,High Value
user_001224,879.64,CD,cat_020,NY,10,8796.44,50,1797.0,14.0,mobile,social,7,33.19,35.17,Low Value
user_001225,1046.79,DM,cat_008,NY,17,17795.39,61,1687.0,13.11,desktop,affiliate,8,36.77,55.86,High Value
user_001226,1309.88,HR,cat_024,DC,11,14408.71,39,1654.0,17.95,tablet,email,7,29.26,43.17,Low Value
user_001227,1047.87,LY,cat_012,AS,16,16765.92,55,1740.0,29.09,tablet,email,16,39.43,54.69,High Value
user_001228,1145.86,KP,cat_006,ME,13,14896.22,39,1973.0,17.95,mobile,email,7,30.85,45.97,Medium Value
user_001229,704.07,DE,cat_004,IA,17,11969.16,60,1740.0,21.67,mobile,email,13,39.2,47.54,Medium Value
user_001230,970.29,BZ,cat_017,MI,14,13584.09,46,1589.0,23.91,tablet,search_engine,11,33.52,45.68,Medium Value
user_001231,1438.87,PL,cat_019,MP,19,27338.44,45,1972.0,11.11,mobile,email,5,31.19,70.15,Premium
user_001232,861.42,LR,cat_014,MO,14,12059.9,53,2025.0,11.32,tablet,email,6,34.72,43.75,Medium Value
user_001233,1114.2,LY,cat_007,CA,21,23398.25,52,1529.0,34.62,desktop,direct,18,38.83,68.44,Premium
user_001234,973.31,GW,cat_010,WI,15,14599.7,46,1684.0,19.57,desktop,email,9,32.69,47.62,Medium Value
user_001235,907.29,BO,cat_024,PW,17,15423.98,50,1704.0,20.0,desktop,social,10,34.52,51.08,High Value
user_001236,1179.04,BW,cat_001,NE,9,10611.36,46,1522.0,15.22,desktop,social,7,30.58,36.29,Low Value
user_001237,737.01,GQ,cat_009,MS,9,6633.06,56,1731.0,16.07,tablet,email,9,35.88,32.18,Low Value
user_001238,824.71,SI,cat_003,TX,14,11545.95,50,1749.0,20.0,tablet,email,10,34.75,42.93,Low Value
user_001239,1016.7,NA,cat_005,SD,7,7116.9,34,1948.0,14.71,tablet,email,5,27.75,28.11,Low Value
user_001240,969.39,LA,cat_021,MS,15,14540.83,44,1873.0,13.64,mobile,direct,6,31.06,46.83,Medium Value
